Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2014-03-12,ADANIPORTS,EQ,184.6,183.25,186.35,182.05,183.85,183.65,183.93,1067157,19628514905000.0,29377,497485,0.4662
2014-03-13,ADANIPORTS,EQ,183.65,183.65,185.7,177.9,178.3,179.2,182.69,923751,16876147794999.998,12224,236657,0.25620000000000004
2014-03-14,ADANIPORTS,EQ,179.2,177.0,185.35,175.2,184.1,183.2,181.24,1715374,31089676130000.0,17544,901012,0.5253
2014-03-18,ADANIPORTS,EQ,183.2,183.5,189.8,183.5,188.5,188.75,188.29,3061068,57637942925000.0,45596,1835866,0.5997
2014-03-19,ADANIPORTS,EQ,188.75,189.95,189.95,184.3,185.05,185.2,187.15,1385598,25931732155000.0,23132,734906,0.5304
2014-03-20,ADANIPORTS,EQ,185.2,184.05,186.9,180.75,181.9,181.6,183.9,1230749,22633046605000.0,20013,441152,0.35840000000000005
2014-03-21,ADANIPORTS,EQ,181.6,183.0,184.4,179.8,181.2,181.7,182.15,1492705,27189769170000.0,15951,817258,0.5475
2014-03-22,ADANIPORTS,EQ,181.7,182.95,182.95,181.0,181.8,181.6,181.73,84234,1530766645000.0,1296,35119,0.4169
2014-03-24,ADANIPORTS,EQ,181.6,182.0,182.9,174.6,178.1,178.5,178.05,1389494,24739849095000.0,20823,727113,0.5233
2014-03-25,ADANIPORTS,EQ,178.5,179.0,182.2,177.0,179.9,179.9,180.36,1468660,26489411670000.0,18208,846438,0.5763
2014-03-26,ADANIPORTS,EQ,179.9,180.55,183.0,177.8,179.15,178.8,179.87,1836011,33024848470000.0,15887,1203608,0.6556000000000001
2014-03-27,ADANIPORTS,EQ,178.8,178.5,180.55,177.8,179.35,179.75,179.8,1595618,28689912655000.0,13226,1043530,0.654
2014-03-28,ADANIPORTS,EQ,179.75,179.35,188.1,179.35,186.05,186.15,184.57,5268789,97248293460000.0,44275,2703875,0.5132
2014-03-31,ADANIPORTS,EQ,186.15,187.4,192.8,185.75,186.55,187.45,188.78,3889451,73426593360000.0,30110,2461235,0.6328
2014-04-01,ADANIPORTS,EQ,187.45,188.7,189.4,184.3,187.0,186.3,186.74,1143086,21346410135000.0,38978,565034,0.4943
2014-04-02,ADANIPORTS,EQ,186.3,187.9,189.7,175.15,186.4,186.0,184.85,2072685,38313329580000.0,32674,716355,0.3456
2014-04-03,ADANIPORTS,EQ,186.0,186.05,187.8,179.1,180.55,181.3,182.31,2074961,37828976775000.0,35625,1194403,0.5756
2014-04-04,ADANIPORTS,EQ,181.3,182.0,183.4,178.35,179.5,179.85,180.55,2928018,52866324210000.0,35710,1623250,0.5544
2014-04-07,ADANIPORTS,EQ,179.85,180.25,182.8,175.5,176.55,177.0,178.08,2230925,39728380830000.0,53245,1221108,0.5474
2014-04-09,ADANIPORTS,EQ,177.0,178.8,184.2,176.9,183.25,183.45,181.77,3813131,69312826635000.0,43076,2509517,0.6581
2014-04-10,ADANIPORTS,EQ,183.45,183.35,204.4,183.35,193.0,193.0,196.07,15336233,300703849440000.0,120503,4457864,0.2907
2014-04-11,ADANIPORTS,EQ,193.0,193.5,200.6,188.15,194.0,193.65,194.23,8768812,170312506120000.0,89145,2724043,0.31070000000000003
2014-04-15,ADANIPORTS,EQ,193.65,195.0,195.3,185.3,186.5,187.0,189.09,4579077,86585380810000.0,48996,2186594,0.47750000000000004
2014-04-16,ADANIPORTS,EQ,187.0,187.6,198.35,187.05,194.75,194.1,195.03,7878787,153663072110000.0,86192,2948791,0.3743
2014-04-17,ADANIPORTS,EQ,194.1,195.35,203.4,195.3,198.0,198.4,199.35,6192143,123438164034999.98,59499,1620543,0.26170000000000004
2014-04-21,ADANIPORTS,EQ,198.4,199.9,209.5,198.9,203.75,204.0,205.56,7284821,149747335065000.0,63682,1924085,0.2641
2014-04-22,ADANIPORTS,EQ,204.0,205.6,208.9,202.15,205.35,204.8,205.63,3848936,79145864345000.0,34050,1013352,0.2633
2014-04-23,ADANIPORTS,EQ,204.8,208.0,213.05,203.35,205.7,204.45,207.84,7702502,160089467835000.0,60289,2553239,0.3315
2014-04-25,ADANIPORTS,EQ,204.45,205.0,206.7,197.25,198.65,198.7,201.09,5808334,116797562380000.0,69804,3021865,0.5203
2014-04-28,ADANIPORTS,EQ,198.7,199.4,199.65,189.4,192.3,192.15,192.96,6111039,117916078900000.0,68675,3000872,0.4911
2014-04-29,ADANIPORTS,EQ,192.15,193.7,196.5,190.55,191.1,191.55,193.71,4973177,96335950365000.0,47345,2094915,0.42119999999999996
2014-04-30,ADANIPORTS,EQ,191.55,192.05,194.45,174.6,189.75,188.2,186.56,5884524,109779456155000.0,54633,2073176,0.3523
2014-05-02,ADANIPORTS,EQ,188.2,190.0,192.4,184.0,185.85,185.85,186.8,5328258,99532655235000.0,49031,2575744,0.48340000000000005
2014-05-05,ADANIPORTS,EQ,185.85,187.0,190.4,182.5,186.0,186.05,186.69,3462920,64649479985000.0,35453,986606,0.2849
2014-05-06,ADANIPORTS,EQ,186.05,187.3,193.9,186.6,193.75,192.5,190.05,3079280,58520212745000.01,29340,1283807,0.4169
2014-05-07,ADANIPORTS,EQ,192.5,193.5,196.15,187.35,189.7,189.5,193.23,4398923,85001876740000.0,41358,1524172,0.3465
2014-05-08,ADANIPORTS,EQ,189.5,190.05,191.6,185.05,190.8,190.2,188.48,4955646,93406284400000.0,65717,2662108,0.5372
2014-05-09,ADANIPORTS,EQ,190.2,191.1,208.65,189.1,204.95,204.7,200.28,8272339,165677052720000.0,69686,2833036,0.3425
2014-05-12,ADANIPORTS,EQ,204.7,206.5,209.5,200.1,205.5,204.6,206.25,4820292,99417406625000.0,37865,1490024,0.3091
2014-05-13,ADANIPORTS,EQ,204.6,210.05,227.7,210.0,223.75,224.5,221.69,21252250,471140495570000.0,164626,8509668,0.4004
2014-05-14,ADANIPORTS,EQ,224.5,227.0,229.35,215.55,217.5,217.05,221.96,11619778,257907673125000.0,119948,4528268,0.3897
2014-05-15,ADANIPORTS,EQ,217.05,219.5,227.2,215.55,219.65,220.4,222.19,13153383,292257857585000.0,117128,3989588,0.3033
2014-05-16,ADANIPORTS,EQ,220.4,235.0,235.0,219.05,223.8,225.0,227.31,16816546,382264707500000.0,129777,6232484,0.37060000000000004
2014-05-19,ADANIPORTS,EQ,225.0,228.0,232.5,225.6,230.9,231.65,229.12,8324363,190725180495000.0,70926,3644377,0.4378
2014-05-20,ADANIPORTS,EQ,231.65,233.95,244.7,231.55,235.3,235.8,237.04,7962251,188739514610000.0,99827,3805316,0.4779
2014-05-21,ADANIPORTS,EQ,235.8,237.4,237.4,212.25,226.35,225.65,230.01,5478596,126014542380000.0,81491,2492781,0.455
2014-05-22,ADANIPORTS,EQ,225.65,227.5,230.55,224.0,224.95,225.05,226.62,4449033,100823574360000.0,55260,2192488,0.4928
2014-05-23,ADANIPORTS,EQ,225.05,224.0,229.0,223.25,228.6,227.7,226.31,3328418,75326237180000.0,61363,1715051,0.5153
2014-05-26,ADANIPORTS,EQ,227.7,229.5,235.95,211.1,222.7,223.25,228.81,6471305,148068750370000.0,75775,2548426,0.39380000000000004
2014-05-27,ADANIPORTS,EQ,223.25,221.05,223.0,211.65,213.5,214.45,215.78,4048066,87350885810000.0,69261,1959750,0.4841
2014-05-28,ADANIPORTS,EQ,214.45,214.1,222.7,214.1,221.95,220.4,219.44,2455740,53888420125000.0,29179,877040,0.35710000000000003
2014-05-29,ADANIPORTS,EQ,220.4,220.0,221.1,211.1,212.0,211.9,215.06,3058419,65774177600000.0,39379,1440587,0.47100000000000003
2014-05-30,ADANIPORTS,EQ,211.9,212.0,232.0,212.0,228.1,227.5,224.55,11195546,251398786294999.97,79160,6374803,0.5694
2014-06-02,ADANIPORTS,EQ,227.5,229.0,230.3,224.05,225.85,226.15,226.9,2341446,53128157355000.0,23606,720145,0.30760000000000004
2014-06-03,ADANIPORTS,EQ,226.15,227.6,241.8,226.65,240.0,240.3,235.77,6583611,155221713380000.0,67673,1948265,0.2959
2014-06-04,ADANIPORTS,EQ,240.3,241.85,245.35,237.8,243.8,243.85,242.02,4530747,109652964575000.0,46992,1874559,0.41369999999999996
2014-06-05,ADANIPORTS,EQ,243.85,244.5,245.0,236.4,241.5,241.65,240.15,5542042,133092247550000.0,66931,2553286,0.4607
2014-06-06,ADANIPORTS,EQ,241.65,243.85,260.4,242.0,256.3,257.65,251.21,8606900,216212395900000.0,91331,4577090,0.5318
2014-06-09,ADANIPORTS,EQ,257.65,259.0,261.8,252.3,253.5,254.0,255.94,4765315,121965533745000.0,67560,1945616,0.4083
2014-06-10,ADANIPORTS,EQ,254.0,255.7,255.7,242.7,246.5,246.05,246.15,5125196,126159002009999.98,63946,2660050,0.519
2014-06-11,ADANIPORTS,EQ,246.05,247.4,251.0,235.5,236.3,238.2,243.0,6632454,161171058340000.0,77537,2948800,0.4446
2014-06-12,ADANIPORTS,EQ,238.2,239.0,242.1,233.1,237.5,236.95,238.17,2751243,65526271875000.0,36354,986428,0.35850000000000004
2014-06-13,ADANIPORTS,EQ,236.95,237.95,246.55,223.55,231.6,230.6,235.2,5345562,125726744134999.98,53941,1825747,0.34149999999999997
2014-06-16,ADANIPORTS,EQ,230.6,229.95,230.0,219.65,228.8,228.1,225.6,3233252,72943099890000.0,54379,1194280,0.3694
2014-06-17,ADANIPORTS,EQ,228.1,227.9,236.6,226.4,236.4,236.1,233.03,3338397,77793141355000.0,60968,1371748,0.41090000000000004
2014-06-18,ADANIPORTS,EQ,236.1,235.0,239.3,228.85,230.0,231.05,234.67,2415067,56674947525000.0,29606,632816,0.262
2014-06-19,ADANIPORTS,EQ,231.05,231.0,234.35,224.6,225.6,225.95,228.22,2672876,60999984740000.0,46224,1010352,0.378
2014-06-20,ADANIPORTS,EQ,225.95,224.45,236.0,223.1,233.85,232.6,230.94,3228673,74561646920000.0,35362,1001148,0.31010000000000004
2014-06-23,ADANIPORTS,EQ,232.6,233.95,239.2,233.6,237.0,237.0,236.92,2865754,67895880645000.01,45453,841282,0.2936
2014-06-24,ADANIPORTS,EQ,237.0,239.3,243.5,235.5,238.55,238.0,239.93,3569302,85637015290000.0,40347,1470016,0.4118
2014-06-25,ADANIPORTS,EQ,238.0,238.95,241.2,235.65,237.5,237.15,238.47,1943671,46351289135000.0,25020,831119,0.4276
2014-06-26,ADANIPORTS,EQ,237.15,238.0,238.9,232.65,235.5,234.55,235.82,1801189,42476278170000.0,20219,611148,0.3393
2014-06-27,ADANIPORTS,EQ,234.55,235.0,236.0,230.5,232.0,231.4,232.55,3496814,81319141535000.0,42686,1639542,0.46890000000000004
2014-06-30,ADANIPORTS,EQ,231.4,232.0,244.9,231.75,243.95,243.7,239.27,3695817,88428046050000.0,36869,1815930,0.4913
2014-07-01,ADANIPORTS,EQ,243.7,245.45,247.3,242.7,244.5,244.2,244.88,1969294,48223759395000.0,26606,597683,0.30350000000000005
2014-07-02,ADANIPORTS,EQ,244.2,245.95,279.4,245.9,270.25,271.25,269.25,29796852,802267303480000.0,169697,5551108,0.1863
2014-07-03,ADANIPORTS,EQ,271.25,271.9,276.35,267.8,270.0,270.4,272.08,10025759,272775868980000.03,73545,2009670,0.2005
2014-07-04,ADANIPORTS,EQ,270.4,271.4,277.5,269.4,275.1,275.55,273.7,7514461,205669290325000.0,48992,1997881,0.2659
2014-07-07,ADANIPORTS,EQ,275.55,277.85,282.6,248.0,280.0,280.7,279.58,10604584,296478347375000.0,66504,3026659,0.2854
2014-07-08,ADANIPORTS,EQ,280.7,281.5,281.5,253.6,256.4,258.45,269.99,5348048,144391199360000.0,65175,2003528,0.37460000000000004
2014-07-09,ADANIPORTS,EQ,258.45,258.0,272.65,249.35,265.0,264.9,263.05,7271247,191273044650000.0,80942,1545773,0.2126
2014-07-10,ADANIPORTS,EQ,264.9,267.25,285.4,252.35,271.05,270.3,268.84,9128261,245407046355000.03,87896,1877194,0.2056
2014-07-11,ADANIPORTS,EQ,270.3,273.0,279.9,244.6,250.0,248.7,260.2,7391100,192313330960000.0,78314,2001015,0.2707
2014-07-14,ADANIPORTS,EQ,248.7,249.8,255.3,246.85,253.3,252.8,251.68,3749117,94356736875000.0,59069,701347,0.18710000000000002
2014-07-15,ADANIPORTS,EQ,252.8,254.8,264.25,254.6,262.6,262.95,260.55,4753216,123843382809999.98,45889,830318,0.1747
2014-07-16,ADANIPORTS,EQ,262.95,264.1,285.4,263.0,285.0,281.0,273.28,6760956,184761105460000.0,66588,1548800,0.2291
2014-07-17,ADANIPORTS,EQ,281.0,285.0,289.65,282.55,284.3,285.65,286.28,6726603,192566627435000.0,67277,1109668,0.165
2014-07-18,ADANIPORTS,EQ,285.65,283.75,293.4,275.55,289.0,288.3,285.78,8919945,254916615219999.97,84114,1963029,0.22010000000000002
2014-07-21,ADANIPORTS,EQ,288.3,290.0,293.85,286.1,287.6,288.1,290.03,4470445,129654820190000.02,46322,1175369,0.2629
2014-07-22,ADANIPORTS,EQ,288.1,288.7,289.9,282.15,284.5,284.8,285.64,3096008,88433192425000.0,27851,882422,0.28500000000000003
2014-07-23,ADANIPORTS,EQ,284.8,285.05,287.5,277.15,280.9,279.8,281.78,3814814,107493450770000.0,31076,1411784,0.3701
2014-07-24,ADANIPORTS,EQ,279.8,280.15,282.65,271.65,275.7,275.7,277.77,3952702,109795152609999.98,48264,1243563,0.3146
2014-07-25,ADANIPORTS,EQ,275.7,272.9,276.0,263.05,268.1,268.05,268.34,5432866,145785546240000.0,52488,2527084,0.4651
2014-07-28,ADANIPORTS,EQ,268.05,267.75,277.75,264.75,265.35,266.0,271.16,5082312,137814099945000.0,47627,1933235,0.3804
2014-07-30,ADANIPORTS,EQ,266.0,267.0,268.3,259.15,263.1,263.65,263.67,6091746,160618847750000.0,64533,4127186,0.6775
2014-07-31,ADANIPORTS,EQ,263.65,262.05,265.5,259.45,260.45,260.55,261.85,7890098,206602814865000.0,49614,5698301,0.7222
2014-08-01,ADANIPORTS,EQ,260.55,257.35,263.25,255.6,259.25,259.25,260.53,6097901,158866021230000.0,34637,3879642,0.6362
2014-08-04,ADANIPORTS,EQ,259.25,260.05,266.4,258.5,265.7,265.45,262.02,4251061,111386786565000.02,35266,2028590,0.4772
2014-08-05,ADANIPORTS,EQ,265.45,264.6,269.65,262.5,266.0,265.8,265.11,5848392,155044896820000.0,30098,3183565,0.5443
2014-08-06,ADANIPORTS,EQ,265.8,265.85,275.75,265.1,268.0,268.5,270.87,6978210,189015655950000.0,61938,1431058,0.20510000000000003
2014-08-07,ADANIPORTS,EQ,268.5,269.9,273.0,263.65,266.0,266.15,268.23,3496953,93797252670000.0,32691,880975,0.2519
2014-08-08,ADANIPORTS,EQ,266.15,262.0,263.9,258.3,262.5,262.1,261.55,4238796,110863855120000.0,28918,2224348,0.5247999999999999
2014-08-11,ADANIPORTS,EQ,262.1,265.6,272.25,265.0,270.05,270.0,270.04,4305779,116271880259999.98,37353,2480160,0.5760000000000001
2014-08-12,ADANIPORTS,EQ,270.0,273.0,274.95,270.1,271.05,271.35,272.02,3262251,88740801365000.0,24348,1646927,0.5048
2014-08-13,ADANIPORTS,EQ,271.35,270.25,275.25,265.7,274.1,274.4,270.79,3863196,104612605820000.0,27298,1834339,0.4748
2014-08-14,ADANIPORTS,EQ,274.4,276.0,276.0,268.75,272.65,272.4,271.76,2321776,63095742550000.0,23911,828902,0.35700000000000004
2014-08-18,ADANIPORTS,EQ,272.4,273.8,277.9,273.0,273.2,273.6,275.15,2499975,68785728250000.0,37773,910349,0.3641
2014-08-19,ADANIPORTS,EQ,273.6,275.45,289.65,275.2,287.25,287.15,284.28,5479772,155780772120000.0,49280,1591021,0.2903
2014-08-20,ADANIPORTS,EQ,287.15,287.95,297.5,284.95,292.1,293.15,292.46,11384639,332955827165000.0,57093,6506980,0.5716
2014-08-21,ADANIPORTS,EQ,293.15,294.4,301.35,293.35,296.5,296.9,297.32,6936813,206247901975000.0,45821,1759951,0.25370000000000004
2014-08-22,ADANIPORTS,EQ,296.9,296.95,300.4,294.25,297.5,297.7,297.06,4107903,122027808590000.02,35311,1848902,0.4501
2014-08-25,ADANIPORTS,EQ,297.7,297.3,301.0,291.7,293.15,293.35,296.76,2557796,75903947575000.0,24744,676748,0.2646
2014-08-26,ADANIPORTS,EQ,293.35,292.5,300.9,289.25,300.4,298.0,294.67,2768112,81566835970000.0,29723,874774,0.316
2014-08-27,ADANIPORTS,EQ,298.0,299.25,302.7,284.3,288.0,288.25,290.72,3607703,104883855210000.0,34913,1536740,0.42600000000000005
2014-08-28,ADANIPORTS,EQ,288.25,289.7,293.85,281.35,284.35,282.85,285.44,3637436,103828212580000.0,33644,1551412,0.4265
2014-09-01,ADANIPORTS,EQ,282.85,285.8,287.55,276.3,285.9,286.5,282.74,3598155,101732863615000.0,38063,898684,0.24980000000000002
2014-09-02,ADANIPORTS,EQ,286.5,285.9,291.5,285.9,288.85,288.85,289.24,2060621,59602409510000.0,19558,598226,0.2903
2014-09-03,ADANIPORTS,EQ,288.85,290.15,294.95,287.95,289.0,289.1,291.55,2780904,81077485910000.0,34634,894902,0.32180000000000003
2014-09-04,ADANIPORTS,EQ,289.1,289.1,292.9,286.4,289.4,289.3,288.43,5686505,164013325235000.0,51707,3547109,0.6238
2014-09-05,ADANIPORTS,EQ,289.3,290.8,292.9,286.4,289.9,290.15,290.16,1540290,44693501110000.0,16317,409798,0.2661
2014-09-08,ADANIPORTS,EQ,290.15,289.75,301.5,289.75,299.55,299.8,298.23,3472358,103555334305000.0,34705,945266,0.2722
2014-09-09,ADANIPORTS,EQ,299.8,300.8,301.2,293.65,294.4,295.2,296.85,1903788,56513892454999.99,18646,729405,0.38310000000000005
2014-09-10,ADANIPORTS,EQ,295.2,291.0,296.75,288.0,293.45,293.45,293.35,3601230,105641438560000.0,28745,2016615,0.56
2014-09-11,ADANIPORTS,EQ,293.45,294.7,295.45,290.1,293.0,293.45,293.25,1911504,56055151420000.01,30559,810562,0.424
2014-09-12,ADANIPORTS,EQ,293.45,294.15,299.9,292.55,293.9,293.5,295.78,2602822,76985594055000.0,43261,998528,0.3836
2014-09-15,ADANIPORTS,EQ,293.5,291.9,294.0,288.5,291.45,291.8,291.9,1273200,37164957530000.0,15768,343814,0.27
2014-09-16,ADANIPORTS,EQ,291.8,291.8,292.8,278.4,279.05,279.7,285.27,2068845,59018039754999.99,20438,792529,0.38310000000000005
2014-09-17,ADANIPORTS,EQ,279.7,280.0,284.0,271.8,280.85,282.45,279.59,2458969,68749685020000.01,27856,1016029,0.4132
2014-09-18,ADANIPORTS,EQ,282.45,280.0,296.0,278.15,294.25,294.6,289.34,3210047,92878775775000.0,31105,1305431,0.4067
2014-09-19,ADANIPORTS,EQ,294.6,294.8,295.4,283.6,286.15,284.95,287.37,3571431,102633486825000.0,38629,1818572,0.5092
2014-09-22,ADANIPORTS,EQ,284.95,283.9,288.7,282.05,286.0,285.8,285.83,1729402,49430777785000.0,25163,740390,0.42810000000000004
2014-09-23,ADANIPORTS,EQ,285.8,287.3,288.4,272.1,273.5,273.1,277.69,2629647,73022001875000.0,27891,1012044,0.3849
2014-09-24,ADANIPORTS,EQ,273.1,274.8,274.8,261.1,269.5,268.25,267.37,5118762,136862294615000.02,50835,2466655,0.4819
2014-09-25,ADANIPORTS,EQ,268.25,271.0,271.45,264.25,270.85,267.9,268.04,5305786,142216832565000.0,51541,3557388,0.6705
2014-09-26,ADANIPORTS,EQ,267.9,269.0,281.75,267.25,280.8,279.95,274.42,3311604,90876729430000.0,60207,1707921,0.5157
2014-09-29,ADANIPORTS,EQ,279.95,281.9,285.7,277.1,281.5,281.45,282.1,4799075,135381791640000.02,56243,3337141,0.6954000000000001
2014-09-30,ADANIPORTS,EQ,281.45,278.7,285.85,275.1,278.5,277.55,280.32,2567794,71981501140000.0,41256,1012308,0.39420000000000005
2014-10-01,ADANIPORTS,EQ,277.55,277.05,283.35,272.5,276.0,275.15,276.97,1937730,53669031335000.0,17826,950303,0.4904
2014-10-07,ADANIPORTS,EQ,275.15,274.15,275.15,256.5,262.0,259.9,265.06,5687206,150744590615000.0,60969,3133617,0.551
2014-10-08,ADANIPORTS,EQ,259.9,260.9,264.85,258.55,261.45,261.15,261.56,2156752,56411978079999.99,33318,855814,0.3968
2014-10-09,ADANIPORTS,EQ,261.15,262.75,270.7,262.65,269.45,269.8,267.94,2010254,53862567215000.0,34326,856332,0.42600000000000005
2014-10-10,ADANIPORTS,EQ,269.8,268.0,268.0,257.6,259.7,258.9,261.45,1876136,49052165040000.0,21643,753078,0.40140000000000003
